,A,B,C,D,E
0,0.12844802554644943,-0.007028052645954182,0.40606331034908233,0.22461918081616436,-0.11262585359262456
1,0.03586674812221036,-0.07614909959588778,0.11508055768235338,0.10072905669796639,0.34626559020095066
2,0.29425633180704747,0.16387166260386182,0.49649905547414336,0.536332055742187,0.7339131542011598
3,0.22344077089187642,0.58974044988592,0.26863881784573435,0.5022483279705277,0.5758391596664509
4,0.2071332797461239,0.6559513643233318,0.566751927054716,0.7790782635609846,1.1394481862503996
5,0.16679377856489677,0.45742837877475045,0.8790978393326346,0.9463993578201265,1.3698514884139277
6,0.6245178065295417,0.6733208069469437,0.8400279406189988,1.0634821057237474,0.7725250042397467
7,0.2061777135799002,0.534649558525534,1.0228400696481528,0.9816677162821457,0.8462629568831181
8,0.7467868344772609,0.9626798836193913,1.1916729908980743,0.8449765712536507,0.5242154471741303
9,0.5806912454793748,0.5662094968527371,0.8181238678300946,0.7657060255719148,0.4653903764150886
10,0.8200294934709612,1.0826521036063939,0.8726293546572269,0.9006840762820466,-0.04201551553598826
11,0.4068792277949528,0.6874651361782951,0.7980273973650904,0.1539842423564359,-0.3147000039858633
12,0.6434304596423046,1.1737551934467294,0.7301777603072311,0.18240761004967068,-0.4206820973376798
13,0.560714488118781,0.9324891374662512,0.5360925267321687,-0.34817118301165073,-1.2265200352095569
14,1.0107898336866408,1.0231864168990532,0.5905002621374817,-0.7376245070505907,-0.7696181148483513
15,0.5061008094223965,1.0042302627132145,0.4127558687015811,-0.712986843602831,-0.9602410407994094
16,1.21264578752134,0.7289594595202267,-0.3399933636095856,-0.7278506461335966,-1.1254438804860218
17,0.8027644303880302,0.9675387327123521,-0.1855034275190841,-0.9121838307973607,-0.8731883408131492
18,0.5805341662393178,0.6742760261016204,-0.4619760288435969,-0.9858561388686594,-0.43782645357759303
19,0.757091809505998,0.6154967141005445,-0.06745257079007666,-1.1174871288122696,-0.024901681502565998
20,0.5901469245072413,0.31552360342524016,-0.6627683186622261,-1.1389268234713554,0.00827317077393784
21,1.2191793412164589,0.10411071712331349,-0.6596118450004806,-0.6127634672019586,0.09936792959380975
22,0.7970519703189811,0.13989872186752428,-1.0616415503510772,-0.3812111383002555,0.23369133086751814
23,0.9400636577049996,0.17998706051836094,-1.1956460809542147,-0.24645703973809488,0.810863823999803
24,0.990845294650239,-0.06296233230742208,-1.0425218652694423,-0.30274229711883566,0.8303947089365429
25,1.2119406211000763,-0.07388908731856605,-1.1126843301092313,0.03024604743659047,1.0784220171599908
26,1.26888584763618,-0.22324719060590453,-0.7728254454690643,0.6285454292090163,0.7941302356199584
27,0.7011190993399157,-0.31295364313002777,-1.161622369048635,0.6409192697110264,0.8039554541727313
28,1.0609334194828763,-0.5163436060867459,-1.035238226398703,0.5753809966431243,0.5933820820495626
29,1.0588508518520374,-0.23003526538944202,-0.7492546642541678,1.1278886444963376,0.4941056330908877
30,1.1844270771191885,-0.8290217076946489,-0.3450515723895675,0.9016208859795765,-0.06064229024376912
31,1.3389977658679366,-0.6186071632474333,-0.5095278279123278,0.8401545956840045,-0.8874802433459335
32,0.8578984525577437,-0.6307021259099334,-0.21034297742756142,1.0370794598451272,-0.7423412459078328
33,0.7607166798528873,-1.1308999726963063,-0.13842677056791056,0.8408076283578384,-0.35427962966462434
34,0.51840064058462,-0.5751034248383187,0.15056861418068918,0.577992321389338,-0.7944388664917306
35,1.1233065876509931,-1.0009333717033995,0.5172992633357418,0.8935663954803403,-1.052855937495678
36,0.6931776744029496,-0.8379080512507284,0.21838302950486266,0.48545303714309,-0.42313414578561537
37,0.7520294327862815,-0.7197859889092835,0.6867721903882612,0.11993594074529985,-0.8061934726576926
38,0.8379017165334752,-1.1250440364748813,0.8356564638889167,-0.12711058197036018,-0.49349460851716814
39,0.5010038551478047,-0.93674425109342,1.144656314506638,-0.42925786377223407,-0.26712584488790314
40,0.4803072315819401,-0.7413359316655197,0.8524712848269822,-0.8670451635593139,-0.11028733223003642
41,0.7960282072587277,-0.7162237806227066,0.8348752533289139,-0.6234600963985393,-0.05688910337168207
42,0.5989441721633811,-0.6939809506724739,0.9299857014575451,-1.124796115156488,0.578813518658611
43,-0.018061169560591728,-0.9479661622711963,1.3149976598793267,-0.9815424329427953,0.928249137186624
44,0.5687472029352231,-0.4597264186347849,1.0215562704842358,-1.1263454773511163,0.946411237467547
45,0.4008419713665895,-0.8581171357716767,0.6343522243153292,-0.48589119058109437,1.2027766526718664
46,0.01596289865819861,0.0786082113881365,0.5530165323026102,-1.119337234575584,1.3494841848050547
47,0.11713280282937108,-0.5785380385247985,0.3123735481448042,-0.8899715976849587,0.8094254514304695
48,0.2801547762185084,-0.19332093854836396,0.3863782503491823,-0.429990855366311,0.5207265273089231
49,0.1505526294655955,-0.05844674216494639,-0.1405128128324014,0.4345998993048668,0.2685277257572599
50,-0.028150506177256944,-0.1427783815432236,-0.09647895303654222,0.29987632373975,-0.08674323624503429
51,0.10553312483934307,0.21679504854085438,-0.08950935807728941,0.24285863629329016,-0.45522794375801423
52,0.320129626798768,0.10099356501027884,-0.5466130126860059,0.4547245176796231,-0.9188916572793089
53,-0.01358170781255258,0.49726335388414944,-0.8937953812544064,0.725171873090235,-0.5645089898590999
54,-0.29214752671618205,0.38358936902262425,-0.744880984288781,0.7940769103722909,-0.8743331091759389
55,0.010670423854786337,0.6134919923160046,-0.9321490753750451,1.0970247410368508,-1.1627668684894181
56,-0.6774540591230731,0.4431497644495505,-0.6414338928401624,0.8378944836103845,-0.623947940224697
57,-0.5878118091279124,0.7638995109482726,-0.7415913911379859,0.758556734769715,-0.5075688592639359
58,-0.358047013380536,1.1561926596462249,-0.689068921646192,0.7929255129598661,-0.2575269979253164
59,-0.5348941768024956,0.697022424570769,-1.0740959339750464,0.9896630928483556,0.019879193058341127
60,-0.4249973902283095,1.00245581598042,-1.0040049117866534,0.5497359491623386,-0.05649739676402779
61,-0.8017737104622205,1.234629308491231,-0.8174268477725776,0.2903254475592412,0.5932346637946684
62,-0.9140727356428856,0.9483801482788888,-0.5211782553986704,0.005271320094369314,0.5152902207182581
63,-0.7188816432624316,1.1090346117765346,-0.6920284472195886,-0.4740191686242924,1.3133333390321698
64,-0.7465052138702966,0.5399199463213085,0.2341082774502281,-0.869139742737741,0.8338596153157575
65,-1.0944616218850913,0.7478604163576419,-0.3137633434570294,-0.8468030189418846,0.5915800147977812
66,-0.6202242951937074,0.8434569611075273,0.01685544270578191,-0.8297540239463865,0.7825648442973778
67,-1.0023365666712818,0.7694537398541849,0.2571395639594315,-0.4817428985262886,0.38004881215578046
68,-1.1638215454911864,-0.01467833404023211,0.522132296328695,-0.6733143060130669,0.16049647308256337
69,-0.7130533700795432,0.6485706771476318,0.5919850963124618,-1.1681094813552924,-0.027728164906251296
70,-1.2097131508739156,0.41279765725774664,0.8762311477942102,-0.6953236056396073,-0.23477961836575206
71,-1.1533033213189048,0.34770628471484943,1.027041334639775,-1.0405423586659288,-0.618929392562644
72,-0.9523540401736122,0.5776385338023786,0.7842470181456598,-0.21972852111423763,-0.5533439463815963
73,-0.6221177587436344,0.19807937381587773,0.7019005655184734,-0.5863061376659224,-1.065400882515602
74,-1.1325472760877293,0.1639816076186371,1.0983038937525957,-0.19933931628855533,-1.0380160197953834
75,-0.991337300043514,-0.566897622971257,0.8295389586846897,-0.06971136273608836,-0.8881152962816732
76,-1.00581219891105,-0.3444459382993148,0.8139319778597545,0.34773426561578796,-0.9521762700961929
77,-0.6342335053538721,-0.6059715228925622,0.9073244537118638,1.0470768670201303,-0.5242633291732176
78,-0.8434094759556792,-0.43594696964260354,0.5883502997797136,0.8940308908965241,-0.3964016212487508
79,-1.2455819265934098,-0.3979358294456027,0.6706686564540545,0.5442355451391228,0.05031215899412035
80,-1.1168114236261264,-0.637676605618601,0.35274342883116605,0.5901295798409936,0.2445828499445768
81,-0.8768526882749602,-0.4703474388661501,0.19461592711933093,0.6366974383200537,0.35166686084196086
82,-1.1093802048256545,-0.7754376806379524,-0.5127309541748264,1.1053371551466085,0.8835805318194146
83,-0.8472883420107332,-0.9781454572414439,-0.005022764857280482,0.8691213792569263,0.7242358372296692
84,-1.0480630355714309,-0.7219823360904156,0.05467150960032369,0.5527888185824604,0.9480784146990812
85,-0.7216571847379368,-1.0388895302993912,-0.3735075628129057,0.42808418197911535,0.8416988373561993
86,-0.4104625317248927,-1.3043385229322682,-0.975903637857704,0.476170090164666,0.7590496575003933
87,-0.5127325937277266,-1.5591710793204,-0.7552047046304896,-0.4635955231544152,1.0013357611700684
88,-0.8282279858856826,-0.8065262531351599,-0.6682482721875989,-0.3235052519271178,0.45197891180710337
89,-0.8468661294152291,-0.8232808033344973,-1.1772601919188426,-0.7172617921794096,-0.13575942283851317
